,city,lat,lng
7684,Fasa,28.9718,53.6715
7685,Qomsheh,32.0115,51.8597
7686,Varamin,35.3166,51.6466
7687,Chabahar,25.3004,60.6299
7688,Shar e Kord,32.321,50.854
7689,Qom,34.65,50.95
7690,Dezful,32.3804,48.47
7691,Gorgan,36.8303,54.48
7692,Rasht,37.3,49.63
7693,Sabzewar,36.22,57.63
7694,Tehran,35.6719,51.4243
7695,Ahvaz,31.28,48.72
7696,Malayer,34.32,48.85
7697,Zanjan,36.67,48.5
7698,Bijar,35.8741,47.5937
7699,Neyshabur,36.22,58.82
7700,Khvoy,38.5304,44.97
7701,Arak,34.0804,49.7
7702,Reykjavík,64.15,-21.95
7703,Höfn,64.2723,-15.2139
7704,Egilsstaðir,65.2674,-14.395
7705,Akureyi,65.6666,-18.1
7706,Sauðárkrókur,65.7464,-19.639
7707,Selfoss,63.9334,-20.9969
7708,Keflavík,64.0166,-22.5666
7709,Ísafjörður,66.0833,-23.15
7710,Borgarnes,64.5695,-21.8623
7711,Venice,45.4387,12.335
7712,Trento,46.0804,11.12
7713,Cagliari,39.2224,9.104
7714,Rome,41.896,12.4833
7715,Trieste,45.6504,13.8
7716,Palermo,38.125,13.35
7717,Marsala,37.8054,12.4387
7718,Campobasso,41.563,14.656
7719,L'Aquila,42.3504,13.39
7720,Civitavecchia,42.1004,11.8
7721,Catanzaro,38.9004,16.6
7722,Genoa,44.41,8.93
7723,Ancona,43.6004,13.4999
7724,Bologna,44.5004,11.34
7725,Potenza,40.642,15.799
7726,Bari,41.1142,16.8728
7727,Milan,45.47,9.205
7728,Turin,45.0704,7.67
7729,Naples,40.84,14.245
7730,Florence,43.78,11.25
7731,Aosta,45.737,7.315
7732,Perugia,43.1104,12.39
7733,Como,45.81,9.08
7734,Novara,45.45,8.62
7735,Asti,44.93,8.21
7736,Sassari,40.73,8.57
7737,Olbia,40.9143,9.5151
7738,Modena,44.65,10.92
7739,Ferrara,44.8504,11.6099
7740,Ravenna,44.4204,12.22
7741,Treviso,45.67,12.24
7742,Verona,45.4404,10.99
7743,Udine,46.07,13.24
7744,Bolzano,46.5004,11.36
7745,Bergamo,45.7004,9.67
7746,Salerno,40.6804,14.7699
7747,Pescara,42.4554,14.2187
7748,Arezzo,43.4617,11.875
7749,Siena,43.317,11.35
7750,Livorno,43.5511,10.3023
7751,Pisa,43.7205,10.4
7752,Parma,44.8104,10.32
7753,Catania,37.5,15.08
7754,Messina,38.2005,15.55
7755,Ragusa,36.93,14.73
7756,Siracusa,37.0704,15.29
7757,Reggio di Calabria,38.115,15.6414
7758,Vibo Valentia,38.6666,16.1
7759,Crotone,39.0833,17.1233
7760,Foggia,41.4605,15.56
7761,Barletta,41.32,16.27
7762,Taranto,40.5084,17.23
7763,Brindisi,40.6403,17.93
7764,Lecce,40.3604,18.15
7765,Benevento,41.1337,14.75
7766,Caserta,41.06,14.3374
7767,Saint Helier,49.1833,-2.1
7768,Port Morant,17.891,-76.329
7769,Kingston,17.9771,-76.7674
7770,Black River,18.031,-77.852
7771,Falmouth,18.4796,-77.656
7772,Lucea,18.443,-78.179
7773,Mandeville,18.033,-77.5
7774,May Pen,17.9666,-77.2333
7775,Montego Bay,18.4667,-77.9167
7776,Morant Bay,17.8814,-76.4093
7777,Port Antonio,18.159,-76.38
7778,Port Maria,18.377,-76.9
7779,St. Ann's Bay,18.4326,-77.1995
7780,Savanna-la-Mar,18.164,-77.948
7781,Spanish Town,17.9833,-76.95
7782,Half Way Tree,18.0333,-76.8
7783,‘Ajlūn,32.3333,35.7528
7784,Amman,31.95,35.9333
7785,Ma'an,30.192,35.736
7786,Al Aqabah,29.527,35.0777
7787,Al Mafraq,32.2833,36.2333
7788,Irbid,32.55,35.85
7789,As Salt,32.0392,35.7272
7790,Jarash,32.2808,35.8993
7791,Az Zarqa,32.07,36.1
7792,Al Karak,31.1851,35.7047
7793,At Tafilah,30.8333,35.6
7794,Mādabā,31.716,35.7939
7795,Muroran,42.35,140.98
7796,Iwaki,37.0553,140.89
7797,Sakata,38.92,139.8501
7798,Tottori,35.5004,134.2333
7799,Maizuru,35.4504,135.3333
7800,Hamamatsu,34.7181,137.7327
7801,Takaoka,36.67,137.0
7802,Asahikawa,43.755,142.38
7803,Tsuruoka,38.7004,139.8302
7804,Otaru,43.1887,140.9783
7805,Kawagoe,35.9177,139.4911
7806,Hachiōji,35.6577,139.3261
7807,Hirosaki,40.57,140.47
7808,Kure,34.251,132.5656
7809,Hachinohe,40.51,141.54
7810,Matsumoto,36.2404,137.97
7811,Tokyo,35.685,139.7514
7812,Tomakomai,42.6504,141.55
7813,Obihiro,42.9304,143.17
7814,Nagaoka,37.4504,138.86
7815,Kōriyama,37.41,140.38
7816,Shimonoseki,33.9654,130.9454
7817,Sasebo,33.1631,129.7177
7818,Kanoya,31.3833,130.85
7819,Kitakyūshū,33.8704,130.82
7820,Akita,39.71,140.09
7821,Aomori,40.825,140.71
7822,Chiba,35.6,140.1167
7823,Fukui,36.0704,136.22
7824,Fukuoka,33.595,130.41
7825,Fukushima,37.74,140.47
7826,Gifu,35.4231,136.7628
7827,Hiroshima,34.3878,132.4429
7828,Kagoshima,31.586,130.5611
7829,Kanazawa,36.56,136.64
7830,Kōbe,34.68,135.17
7831,Kōchi,33.5624,133.5375
7832,Kōfu,35.6504,138.5833
7833,Kumamoto,32.8009,130.7006
7834,Kyoto,35.03,135.75
7835,Maebashi,36.3927,139.0727
7836,Matsue,35.467,133.0666
7837,Matsuyama,33.8455,132.7658
7838,Mito,36.3704,140.48
7839,Miyazaki,31.9182,131.4184
7840,Morioka,39.72,141.13
7841,Nagano,36.65,138.17
7842,Nagasaki,32.765,129.885
7843,Nagoya,35.155,136.915
7844,Naha,26.2072,127.673
7845,Niigata,37.92,139.04
7846,Ōita,33.2432,131.5979
7847,Okayama,34.672,133.9171
7848,Ōsaka,34.75,135.4601
7849,Ōtsu,35.0064,135.8674
7850,Sapporo,43.075,141.34
7851,Sendai,38.2871,141.0217
7852,Shizuoka,34.9858,138.3854
7853,Takamatsu,34.3447,134.0448
7854,Tokushima,34.0674,134.5525
7855,Tottori,35.5,134.2333
7856,Toyama,36.7,137.23
7857,Tsu,34.7171,136.5167
7858,Utsunomiya,36.55,139.87
7859,Wakayama,34.2231,135.1677
7860,Yamagata,38.2705,140.32
7861,Yamaguchi,34.1833,131.4667
7862,Yokohama,35.32,139.58
7863,Saitama,35.9,139.65
7864,Saga,33.2333,130.3
7865,Kawasaki,35.53,139.705
7866,Nara,34.6833,135.8333
7867,Kushiro,42.975,144.3747
7868,Kitami,43.8504,143.9
7869,Hakodate,41.795,140.74
7870,Namanga,-2.5396,36.8
7871,Nairobi,-1.2833,36.8167
7872,Moyale,3.52,39.05
7873,Malindi,-3.21,40.1
7874,Kisumu,-0.09,34.75
7875,Mwingi,-0.9296,38.07
7876,Eldama Ravine,0.0504,35.72
7877,Nanyuki,0.0204,37.06
7878,Mombasa,-4.04,39.6899
7879,Tsavo,-2.9828,38.4666
7880,Nyeri,-0.417,36.951
7881,Voi,-3.3696,38.57
7882,Garissa,-0.4396,39.67
7883,Kendu Bay,-0.3596,34.64
7884,Kakamega,0.2904,34.73
7885,Sotik,-0.6796,35.12
7886,Nakuru,-0.28,36.07
7887,Witu,-2.3796,40.43
7888,Embu,-0.5196,37.45
7889,Homa Bay,-0.5273,34.4571
7890,Isiolo,0.3546,37.5822
7891,Iten,0.6703,35.5081
7892,Kabarnet,0.4919,35.743
7893,Kajiado,-1.8524,36.7768
7894,Kapenguria,1.2389,35.1119
7895,Kapsabet,0.2039,35.105
7896,Kericho,-0.3596,35.28
7897,Kerugoya,-0.4989,37.2803
7898,Kiambu,-1.1714,36.8356
7899,Kilifi,-3.6096,39.85
7900,Kisii,-0.6696,34.76
7901,Kitale,1.0305,34.9899
7902,Kitui,-1.367,38.0106
7903,Kwale,-4.1737,39.4521
7904,Lamu,-2.262,40.9197
7905,Lodwar,3.1304,35.57
7906,Machakos,-1.5095,37.26
7907,Mandera,3.9414,41.8625
7908,Maralal,1.1105,36.68
7909,Marsabit,2.33,37.98
7910,Mbale,0.0821,34.7214
7911,Meru,0.06,37.64
7912,Migori,-1.0634,34.4731
7913,Murang’a,-0.721,37.1526
7914,Mwatate,-3.505,38.3772
7915,Narok,-1.0808,35.8711
7916,Nyamira,-0.5633,34.9358
7917,Ol Kalou,-0.2643,36.3788
7918,Rumuruti,0.2725,36.5381
7919,Siaya,0.0612,34.2882
7920,Wajir,1.7504,40.05
7921,Wote,-1.7808,37.6288
7922,Busia,0.4586,34.116
7923,Kathwana,-0.3314,37.8686
7924,Bomet,-0.7813,35.3416
7925,Bungoma,0.5704,34.56
7926,Eldoret,0.52,35.27
7927,Hola,-1.4993,40.0301
7928,Karungu,-0.8496,34.15
7929,Naivasha,-0.7096,36.43
7930,Thika,-1.0396,37.09
7931,Konza,-1.7496,37.12
7932,Bishkek,42.8731,74.5852
7933,Kara Balta,42.8306,73.8857
7934,Cholpon Ata,42.6513,77.0811
7935,Tash Komur,41.3419,72.2314
7936,Karakol,42.492,78.3818
7937,At Bashy,41.1725,75.7968
7938,Naryn,41.4263,75.9911
7939,Jalal Abad,40.9429,73.0025
7940,Kok Yangak,41.0307,73.2058
7941,Toktogul,41.8826,72.9372
7942,Talas,42.5184,72.2429
7943,Osh,40.5404,72.79
7944,Balykchy,42.456,76.1854
7945,Tokmak,42.8299,75.2846
7946,Batken,40.0626,70.8194
7947,Phnom Penh,11.55,104.9166
7948,Ta Khmau,11.4833,104.95
7949,Sisophon,13.5838,102.9833
7950,Sâmraông,14.1817,103.5176
7951,Sihanoukville,10.6359,103.5017
7952,Phnum Tbeng Meanchey,13.8167,104.9667
7953,Senmonorom,12.45,107.2
7954,Ban Lŭng,13.7394,106.9873
7955,Pursat,12.5337,103.9167
7956,Prey Veng,11.484,105.324
7957,Siem Reap,13.3666,103.85
7958,Stoeng Treng,13.523,105.974
7959,Svay Rieng,11.08,105.801
7960,Takéo,10.9838,104.7833
7961,Battambang,13.1,103.2
7962,Kampong Cham,12.0004,105.45
7963,Kompong Chhnang,12.2505,104.6666
7964,Kampong Spoe,11.452,104.519
7965,Kampong Thom,12.7111,104.8887
7966,Kampot,10.6171,104.1833
7967,Krong Koh Kong,11.6175,102.9849
7968,Kracheh,12.469,106.024
7969,Krong Kep,10.4829,104.3167
7970,Pailin,12.8489,102.6093
7971,Suŏng,11.9118,105.6582
7972,Kampong Thum,12.712,104.889
7973,Lumphat,13.507,106.981
7974,Tarawa,1.3382,173.0176
7975,Moroni,-11.7042,43.2402
7976,Basseterre,17.302,-62.717
7977,Pyongsan,38.3367,126.3866
7978,Kimhyonggwon,40.8175,128.1553
7979,Chongju,39.6813,125.2163
7980,Ongjin,37.9371,125.3571
7981,Chongjin,41.7846,129.79
7982,Chosan,40.8255,125.8008
7983,Changyon,38.2517,125.1021
7984,Hamhung,39.9101,127.5454
7985,Sunchon,39.4236,125.939
7986,Kilchu,40.9604,129.3204
7987,Taedong,40.6171,125.4501
7988,Sariwon,38.507,125.762
7989,P’yŏngsŏng,39.2464,125.8719
7990,Wonsan,39.1605,127.4308
7991,Munchon,39.3813,127.2517
7992,Manpo,41.1454,126.2958
7993,Sinuiju,40.0859,124.4213
7994,Sin-Ni,39.488,125.464
7995,Musan,42.2304,129.2304
7996,Kaesong,37.964,126.5644
7997,Kimchaek,40.6723,129.2027
7998,Hungnam,39.8231,127.6232
7999,Haeju,38.0394,125.7144
8000,Kanggye,40.9732,126.6032
8001,Hyeson,41.3927,128.1927
8002,Rajin,42.2489,130.3003
8003,Sonbong,42.3377,130.4027
8004,Pyongyang,39.0194,125.7547
8005,Nampo,38.7669,125.4524
8006,Gyeongju,35.8428,129.2117
8007,Iksan,35.941,126.9454
8008,Songnam,37.4386,127.1378
8009,Ulsan,35.5467,129.317
8010,Wonju,37.3551,127.9396
8011,Seoul,37.5663,126.9997
8012,Ansan,37.3481,126.8595
8013,Gunsan,35.9818,126.716
8014,Jeju,33.5101,126.5219
8015,Jeonju,35.8314,127.1404
8016,Busan,35.0951,129.01
8017,Incheon,37.4761,126.6422
8018,Daegu,35.8668,128.607
8019,Gwangju,35.171,126.9104
8020,Daejeon,36.3355,127.425
8021,Changwon,35.2191,128.5836
8022,Sokcho,38.2087,128.5912
8023,Eumseong,36.9353,127.6897
8024,Chuncheon,37.8747,127.7342
8025,Goyang,37.6527,126.8372
8026,Pohang,36.0209,129.3715
8027,Puch'on,37.4989,126.7831
8028,Cheongju,36.6439,127.5012
8029,Mokpo,34.8068,126.3958
8030,Yeosu,34.7368,127.7458
8031,Hongseong,36.6009,126.665
8032,Muan,34.9897,126.4714
8033,Andong,36.5659,128.725
8034,Suwon,37.2578,127.0109
8035,Sejong,36.6092,127.2919
8036,Gangneung,37.7559,128.8962
8037,Al Ahmadi,29.0769,48.0838
8038,Al Jahra,29.3375,47.6581
8039,Kuwait,29.3697,47.9783
8040,George Town,19.2804,-81.33
8041,Pago Pago,-14.274,-170.7046
8042,Hagåtña,13.4745,144.7504
8043,Maina,13.4692,144.7332
8044,Capitol Hill,15.2137,145.7546
8045,Renton,47.4757,-122.1904
8046,Chehalis,46.6649,-122.966
8047,Mercer Island,47.5624,-122.2265
8048,Lynnwood,47.8285,-122.3034
8049,Centralia,46.7226,-122.9695
8050,Mountlake Terrace,47.7921,-122.3077
8051,Seattle,47.6217,-122.3238
8052,Liberty Lake,47.6687,-117.1031
8053,Airway Heights,47.6464,-117.5802
8054,Brier,47.7924,-122.2736
8055,Port Townsend,48.1219,-122.7873
8056,Oak Harbor,48.2965,-122.6331
8057,Anacortes,48.4878,-122.6291
8058,Grandview,46.2432,-119.9082
8059,Quincy,47.2342,-119.8512
8060,Kelso,46.1249,-122.8907
8061,Cheney,47.49,-117.5789
8062,Lacey,47.0444,-122.7933
8063,Selah,46.648,-120.5388
8064,Sultan,47.8703,-121.8036
8065,Edmonds,47.8114,-122.3534
8066,Lake Forest Park,47.7592,-122.2877
8067,Yakima,46.5926,-120.5492
8068,Pacific,47.261,-122.2507
8069,Snoqualmie,47.5292,-121.8409
8070,Lynden,48.9502,-122.4542
8071,Federal Way,47.3091,-122.3358
8072,Mill Creek,47.8631,-122.2037
8073,Lakewood,47.1627,-122.5299
8074,Port Angeles,48.1141,-123.4565
8075,Wapato,46.4435,-120.4213
8076,Arlington,48.1698,-122.144
8077,Sammamish,47.6045,-122.0446
8078,Covington,47.3665,-122.105
8079,Wenatchee,47.4251,-120.329
8080,Omak,48.4214,-119.5178
8081,Sedro-Woolley,48.5095,-122.2344
8082,Sunnyside,46.3159,-120.0058
8083,Normandy Park,47.4344,-122.3436
8084,SeaTac,47.4444,-122.2985
8085,Steilacoom,47.1702,-122.5938
8086,Ridgefield,45.8112,-122.7053
8087,Kennewick,46.1979,-119.1732
8088,Pullman,46.7327,-117.1634
8089,Longview,46.1471,-122.9642
8090,West Richland,46.3115,-119.3996
8091,Colville,48.545,-117.8975
8092,Prosser,46.2065,-119.7659
8093,Maple Valley,47.3664,-122.037
8094,Auburn,47.3039,-122.2108
8095,Burlington,48.4676,-122.3298
8096,Connell,46.6627,-118.8403
8097,Bainbridge Island,47.6439,-122.5434
8098,Edgewood,47.2309,-122.2832
8099,Shoreline,47.7563,-122.3425
8100,Othello,46.8226,-119.1654
8101,University Place,47.2146,-122.5461
8102,Poulsbo,47.7417,-122.6408
8103,Hoquiam,46.9857,-123.9006
8104,Ephrata,47.3119,-119.5342
8105,Kent,47.3887,-122.2128
8106,Mukilteo,47.9096,-122.3035
8107,Kirkland,47.6996,-122.1982
8108,Redmond,47.6776,-122.1176
8109,Tukwila,47.4749,-122.2727
8110,Yelm,46.9398,-122.6261
8111,Olympia,47.0417,-122.8958
8112,Fife,47.2327,-122.3519
8113,Port Orchard,47.516,-122.6616
8114,Bremerton,47.5436,-122.7121
8115,Lake Stevens,48.0028,-122.0964
8116,Montesano,47.0108,-123.5868
8117,Sequim,48.0747,-123.0948
8118,Tacoma,47.2431,-122.4531
8119,Woodinville,47.7568,-122.1479
8120,Ocean Shores,46.9686,-124.1521
8121,Moses Lake,47.1276,-119.2762
8122,Puyallup,47.1794,-122.2901
8123,Sumner,47.219,-122.2337
8124,Walla Walla,46.0678,-118.3364
8125,Bothell,47.774,-122.2039
8126,Tumwater,46.9925,-122.9227
8127,Duvall,47.7354,-121.9726
8128,Monroe,47.8594,-121.9854
8129,Clarkston,46.4154,-117.0501
8130,Gig Harbor,47.335,-122.5966
8131,Des Moines,47.3914,-122.3154
8132,Snohomish,47.9277,-122.0971
8133,Richland,46.2828,-119.2939
8134,Woodland,45.9147,-122.7503
8135,Washougal,45.5812,-122.3433
8136,Bonney Lake,47.1789,-122.1698
8137,Spokane Valley,47.6625,-117.2345
8138,Bellevue,47.5953,-122.155
8139,Marysville,48.0812,-122.1559
8140,Newcastle,47.5304,-122.1633
8141,North Bend,47.4899,-121.7741
8142,Enumclaw,47.2018,-121.9898
8143,Shelton,47.2186,-123.1128
8144,Bellingham,48.7534,-122.4683
8145,Kenmore,47.7531,-122.246
8146,Ellensburg,47.001,-120.5491
8147,DuPont,47.1079,-122.6496
8148,Granite Falls,48.0874,-121.9705
8149,Milton,47.2522,-122.3153
8150,Stanwood,48.245,-122.3427
8151,East Wenatchee,47.4172,-120.2809
8152,Spokane,47.6671,-117.433
8153,Chelan,47.8414,-120.026
8154,Camas,45.6006,-122.4301
8155,Blaine,48.9839,-122.7406
8156,Union Gap,46.5569,-120.4937
8157,Pasco,46.2499,-119.1271
8158,Issaquah,47.5414,-122.0436
8159,Toppenish,46.3807,-120.3125
8160,Orting,47.0967,-122.2113
8161,Fircrest,47.2308,-122.5157
8162,Vancouver,45.6352,-122.5972
8163,Battle Ground,45.7763,-122.5415
8164,College Place,46.043,-118.3869
8165,Mount Vernon,48.4203,-122.3114
8166,Ferndale,48.8525,-122.5893
8167,Aberdeen,46.9768,-123.8083
8168,Everett,47.9524,-122.1672
8169,Burien,47.4761,-122.3393
8170,Manassas Park,38.7717,-77.4448
8171,Fairfax,38.8531,-77.2998
8172,Big Stone Gap,36.8615,-82.7774
8173,Waynesboro,38.0673,-78.9012
8174,Lexington,37.7825,-79.444
8175,Winchester,39.1734,-78.1745
8176,Orange,38.2484,-78.1125
8177,Strasburg,38.9944,-78.3541
8178,Radford,37.1229,-80.5583
8179,Richmond,37.5294,-77.4755
8180,Virginia Beach,36.7335,-76.0435
8181,Herndon,38.9699,-77.3867
8182,Chesapeake,36.6778,-76.3024
8183,Purcellville,39.1378,-77.7109
8184,Covington,37.7786,-79.9868
8185,Charlottesville,38.0374,-78.4856
8186,Smithfield,36.9753,-76.6162
8187,Norfolk,36.8945,-76.259
8188,Dumfries,38.567,-77.3234
8189,Petersburg,37.2042,-77.3914
8190,Clifton Forge,37.8232,-79.825
8191,Falls Church,38.8846,-77.1751
8192,Rocky Mount,37.0045,-79.8855
8193,Galax,36.666,-80.9176
8194,Farmville,37.2968,-78.3993
8195,Martinsville,36.6827,-79.8636
8196,Danville,36.5831,-79.4088
8197,Manassas,38.748,-77.484
8198,Suffolk,36.6953,-76.6398
8199,Harrisonburg,38.4362,-78.8735
8200,Fredericksburg,38.2992,-77.4871
8201,Warrenton,38.7177,-77.7973
8202,Marion,36.8389,-81.5135
8203,Broadway,38.6083,-78.8016
8204,Bridgewater,38.3863,-78.9674
8205,Culpeper,38.4705,-78.0002
8206,Vinton,37.2747,-79.8886
8207,Blacksburg,37.23,-80.4277
8208,Portsmouth,36.8468,-76.354
8209,Newport News,37.1052,-76.5185
8210,Salem,37.2864,-80.0554
8211,Leesburg,39.1057,-77.5543
8212,Pulaski,37.0531,-80.7624
8213,Staunton,38.1593,-79.0608
8214,Wytheville,36.953,-81.0881
8215,Bristol,36.618,-82.1607
8216,Ashland,37.7597,-77.4715
8217,Hampton,37.0551,-76.3629
8218,Roanoke,37.2784,-79.9581
8219,Williamsburg,37.2691,-76.7075
8220,Front Royal,38.926,-78.1837
8221,Alexandria,38.8184,-77.0861
8222,Norton,36.9317,-82.626
8223,Vienna,38.8996,-77.2597
8224,Lynchburg,37.4004,-79.1911
8225,Emporia,36.6953,-77.5356
8226,Woodstock,38.8753,-78.5158
8227,Richlands,37.0877,-81.8082
8228,Poquoson,37.1318,-76.3569
8229,Bedford,37.3359,-79.5181
8230,Abingdon,36.7089,-81.9711
8231,Franklin,36.6831,-76.9386
8232,Hopewell,37.2914,-77.2985
8233,Buena Vista,37.7316,-79.3565
8234,South Boston,36.7131,-78.9135
8235,Christiansburg,37.1411,-80.4028
8236,Colonial Heights,37.265,-77.3969
8237,Newark,39.6777,-75.7573
8238,Milford,38.9095,-75.4232
8239,Middletown,39.4451,-75.7165
8240,Millsboro,38.5865,-75.3018
8241,Seaford,38.6539,-75.6118
8242,Lewes,38.7784,-75.1455
8243,Elsmere,39.7385,-75.5946
8244,Georgetown,38.6899,-75.3872
8245,Wilmington,39.7349,-75.5286
8246,Ocean View,38.5357,-75.0991
8247,Dover,39.16,-75.5204
8248,New Castle,39.6689,-75.5684
8249,Smyrna,39.2922,-75.6079
8250,Washington,38.9047,-77.0163
8251,Kaukauna,44.2777,-88.2645
8252,Oconomowoc,43.0993,-88.4952
8253,Verona,42.9879,-89.5371
8254,Platteville,42.7334,-90.4716
8255,Rice Lake,45.4862,-91.7448
8256,North Fond du Lac,43.8107,-88.4861
8257,Windsor,43.2165,-89.3393
8258,Howard,44.5703,-88.0924
8259,Burlington,42.6748,-88.2724
8260,Chippewa Falls,44.9358,-91.3903
8261,Waupaca,44.3508,-89.0719
8262,Lake Geneva,42.5825,-88.4283
8263,Fitchburg,42.9859,-89.4255
8264,Merrill,45.1818,-89.7005
8265,Monona,43.054,-89.3334
8266,Beaver Dam,43.4687,-88.8312
8267,Little Chute,44.2889,-88.3184
8268,Baldwin,44.9543,-92.3708
8269,Mount Pleasant,42.7129,-87.8875
8270,Shorewood,43.0913,-87.8863
8271,Columbus,43.3354,-89.0299
8272,Beloit,42.523,-89.0184
8273,Greenfield,42.9619,-88.005
8274,Greendale,42.9371,-88.0019
8275,Suamico,44.6352,-88.0664
8276,Pewaukee,43.0853,-88.2523
8277,Fond du Lac,43.7719,-88.4396
8278,Hartland,43.1024,-88.3398
8279,Edgerton,42.8385,-89.0698
8280,Hartford,43.3215,-88.3777
8281,Elkhorn,42.6711,-88.5376
8282,Rhinelander,45.6361,-89.4255
8283,Baraboo,43.4696,-89.7378
8284,Plover,44.4614,-89.5373
8285,Janesville,42.6855,-89.0137
8286,Twin Lakes,42.5192,-88.249
8287,Marinette,45.087,-87.6305
8288,Pleasant Prairie,42.5265,-87.8895
8289,Muskego,42.8859,-88.1291
8290,Manitowoc,44.099,-87.6812
8291,Kronenwetter,44.8163,-89.5806
8292,Lake Hallie,44.8921,-91.4201
8293,Kenosha,42.5861,-87.8755
8294,Slinger,43.3318,-88.2799
8295,Jefferson,43.0042,-88.8084
8296,Hales Corners,42.941,-88.0492
8297,Sussex,43.1338,-88.2233
8298,Union Grove,42.687,-88.0501
8299,Mukwonago,42.8569,-88.3273
8300,Watertown,43.1893,-88.7285
8301,Ripon,43.8436,-88.8386
8302,Onalaska,43.888,-91.2075
8303,Middleton,43.1059,-89.5073
8304,Ashland,46.5801,-90.8715
8305,Waterford,42.7653,-88.2164
8306,Delavan,42.6281,-88.6324
8307,Sparta,43.9403,-90.8084
8308,De Forest,43.2319,-89.3424
8309,La Crosse,43.8234,-91.2279
8310,Hobart,44.4965,-88.1602
8311,Whitewater,42.8371,-88.734
8312,Stevens Point,44.524,-89.5506
8313,Prairie du Chien,43.044,-91.139
8314,Kimberly,44.267,-88.3382
8315,Sun Prairie,43.1829,-89.2353
8316,Prairie du Sac,43.2922,-89.7337
8317,Oshkosh,44.0242,-88.561
8318,Evansville,42.7781,-89.2967
8319,Marshfield,44.6633,-90.1731
8320,Grafton,43.3205,-87.9482
8321,Cudahy,42.9467,-87.8638
8322,Sheboygan,43.7448,-87.7317
8323,Caledonia,42.7987,-87.8763
8324,Menomonee Falls,43.1487,-88.1227
8325,Rothschild,44.8761,-89.6172
8326,Weston,44.8905,-89.5488
8327,Germantown,43.2343,-88.1217
8328,Menominee,44.8893,-91.9087
8329,New London,44.395,-88.7393
8330,Reedsburg,43.5346,-89.9971
8331,Port Washington,43.3847,-87.8851
8332,Kiel,43.9167,-88.0266
8333,Mount Horeb,43.0061,-89.7317
8334,South Milwaukee,42.9119,-87.8624
8335,Elm Grove,43.048,-88.0867
8336,Jackson,43.3244,-88.1668
8337,Appleton,44.2775,-88.3896
8338,Oregon,42.9252,-89.3887
8339,Brookfield,43.064,-88.1231
8340,Cottage Grove,43.0913,-89.2023
8341,Saint Francis,42.9716,-87.873
8342,Sheboygan Falls,43.7289,-87.8262
8343,Lake Delton,43.5937,-89.7842
8344,De Pere,44.4312,-88.0795
8345,Stoughton,42.9237,-89.2219
8346,West Allis,43.0068,-88.0296
8347,Tomah,43.9882,-90.4996
8348,Altoona,44.8029,-91.4387
8349,Harrison,44.2265,-88.3312
8350,Holmen,43.9697,-91.2686
8351,Allouez,44.472,-88.0261
8352,Fox Point,43.1582,-87.9015
8353,West Bend,43.4184,-88.1823
8354,Waukesha,43.0088,-88.2462
8355,Bristol,42.5378,-88.015
8356,Glendale,43.1289,-87.9277
8357,Monroe,42.601,-89.6437
8358,Two Rivers,44.1565,-87.5824
8359,Wisconsin Rapids,44.393,-89.8262
8360,Milwaukee,43.064,-87.9669
8361,Antigo,45.1409,-89.1551
8362,Bellevue,44.4592,-87.9553
8363,Mequon,43.2352,-87.9838
8364,Fort Atkinson,42.9253,-88.8443
8365,Black River Falls,44.2981,-90.8418
8366,Menasha,44.2129,-88.4272
8367,Sturgeon Bay,44.8228,-87.366
8368,Whitefish Bay,43.1132,-87.9004
8369,Waunakee,43.183,-89.4426
8370,Madison,43.0809,-89.3921
8371,Oak Creek,42.8803,-87.9008
8372,Wausau,44.9616,-89.6439
8373,Shawano,44.7749,-88.5843
8374,Ashwaubenon,44.4796,-88.089
8375,Brown Deer,43.1743,-87.975
8376,Racine,42.7274,-87.8135
8377,Richfield,43.2372,-88.2413
8378,Waupun,43.6314,-88.7379
8379,Lake Mills,43.0775,-88.9041
8380,McFarland,43.0192,-89.2922
8381,Superior,46.694,-92.0823
8382,Green Bay,44.5151,-87.9895
8383,Franklin,42.8854,-88.0104
8384,Delafield,43.0717,-88.391
8385,New Richmond,45.1225,-92.5341
8386,Portage,43.5489,-89.4657
8387,Hudson,44.964,-92.7317
8388,Wauwatosa,43.0616,-88.0347
8389,Neenah,44.1672,-88.4762
8390,Somers,42.6403,-87.9104
8391,River Falls,44.8601,-92.622
8392,Milton,42.7752,-88.9431
8393,Sturtevant,42.7005,-87.9014
8394,Plymouth,43.7453,-87.9654
8395,Eau Claire,44.8202,-91.4948
8396,New Berlin,42.9726,-88.1292
8397,Cedarburg,43.2991,-87.9887
8398,South Charleston,38.3482,-81.711
8399,Buckhannon,38.9927,-80.2279
8400,Point Pleasant,38.853,-82.1303
8401,Clarksburg,39.2862,-80.323
8402,Wheeling,40.0753,-80.6951
8403,Hurricane,38.4294,-82.0168
8404,Martinsburg,39.458,-77.9779
8405,Fairmont,39.4768,-80.149
8406,Logan,37.8509,-81.9857
8407,Dunbar,38.3688,-81.7345
8408,Beckley,37.7878,-81.1841
8409,Saint Albans,38.3769,-81.8198
8410,Huntington,38.4109,-82.4344
8411,Charleston,38.3484,-81.6323
8412,Grafton,39.3409,-80.0162
8413,Morgantown,39.6379,-79.9468
8414,Parkersburg,39.2624,-81.5419
8415,Keyser,39.4394,-78.9823
8416,Lewisburg,37.8096,-80.4327
8417,Bridgeport,39.3036,-80.2476
